iso_code,country,year,population,per_capita_electricity,energy_per_capita,fossil_energy_per_capita,renewables_energy_per_capita,low_carbon_energy_per_capita,hydro_energy_per_capita,solar_energy_per_capita,wind_energy_per_capita,other_renewables_energy_per_capita,nuclear_energy_per_capita,total_energy,total_electricity,total_fossil_energy,total_renewable_energy,renewable_energy_percentage,fossil_energy_percentage
EUR,Europe,2015,743059008.0,5360.112,30942.901,23125.02,4521.387,7817.881,2164.937,374.101,1085.387,669.525,3296.494,22992401321702.21,3982879505488.896,17183254421180.16,5809146900522.048,25.27%,74.73%
EUR,Europe,2016,744268992.0,5405.434,31313.708,23541.47,4588.76,7772.238,2201.12,385.032,1091.123,681.039,3183.479,23305821888942.336,4023096914502.5283,17521186147098.24,5784635741844.097,24.82%,75.18%
EUR,Europe,2017,745414976.0,5449.559,31584.442,23830.632,4614.205,7753.811,1961.252,417.468,1287.655,698.508,3139.606,23543516075403.39,4062182891195.584,17763709980344.832,5779806840473.536,24.55%,75.45%
EUR,Europe,2018,746419008.0,5448.897,31541.63,23482.274,4938.552,8054.557,2148.534,461.358,1341.137,715.921,3116.005,23543272175303.04,4067160293434.176,17527615664664.193,6012074445819.456,25.54%,74.45%
EUR,Europe,2019,747182976.0,5344.539,31159.831,22937.307,5138.663,8215.671,2096.278,512.566,1529.735,730.207,3077.008,23282095258237.055,3993348555368.064,17138365305685.633,6138609507616.896,26.37%,73.61%
FIN,Finland,1965,4569000.0,,24891.1,19204.503,5686.597,5686.597,5686.597,0.0,0.0,0.0,0.0,113727435900.0,,87745374207.0,25982061693.0,22.85%,77.15%
FIN,Finland,1966,4581000.0,,28270.003,21975.395,6294.608,6294.608,6294.608,0.0,0.0,0.0,0.0,129504883743.0,,100669284495.0,28835599248.0,22.27%,77.73%
FIN,Finland,1967,4589000.0,,29672.737,22633.378,7039.359,7039.359,7039.359,0.0,0.0,0.0,0.0,136168190093.0,,103864571642.0,32303618451.0,23.72%,76.28%
FIN,Finland,1968,4594000.0,,32248.856,25906.709,6342.148,6342.148,6342.148,0.0,0.0,0.0,0.0,148151244464.0,,119015421146.0,29135827912.0,19.67%,80.33%
FIN,Finland,1969,4601000.0,,35503.873,30223.945,5279.928,5279.928,5279.928,0.0,0.0,0.0,0.0,163353319673.0,,139060370945.0,24292948728.0,14.87%,85.13%
FIN,Finland,1970,4612000.0,,39029.014,33292.62,5736.394,5736.394,5736.394,0.0,0.0,0.0,0.0,180001812568.0,,153545563440.0,26456249128.0,14.70%,85.30%
FIN,Finland,1971,4629000.0,,39893.585,33484.223,6409.362,6409.362,6409.362,0.0,0.0,0.0,0.0,184667404965.0,,154998468267.0,29668936698.0,16.07%,83.93%
FIN,Finland,1972,4651000.0,,41894.352,35695.084,6199.268,6199.268,6199.268,0.0,0.0,0.0,0.0,194850631152.0,,166017835684.0,28832795468.0,14.80%,85.20%
FIN,Finland,1973,4675000.0,,45964.213,39677.934,6286.278,6286.278,6286.278,0.0,0.0,0.0,0.0,214882695775.00003,,185494341450.0,29388349650.0,13.68%,86.32%
FIN,Finland,1974,4699000.0,,43767.388,36258.083,7509.305,7509.305,7509.305,0.0,0.0,0.0,0.0,205662956212.0,,170376732017.0,35286224195.0,17.16%,82.84%
FIN,Finland,1975,4719000.0,,44302.492,37115.764,7186.728,7186.728,7186.728,0.0,0.0,0.0,0.0,209063459748.0,,175149290316.0,33914169432.0,16.22%,83.78%
FIN,Finland,1976,4734000.0,,46966.795,41403.127,5563.668,5563.668,5563.668,0.0,0.0,0.0,0.0,222340807530.0,,196002403218.0,26338404312.0,11.85%,88.15%
FIN,Finland,1977,4747000.0,,49420.967,40746.521,7128.378,8674.447,7128.378,0.0,0.0,0.0,1546.069,234601330349.0,,193423735187.0,41177599909.0,17.55%,82.45%
FIN,Finland,1978,4758000.0,,51276.101,43663.161,5720.773,7612.94,5720.773,0.0,0.0,0.0,1892.167,243971688558.0,,207749320038.0,36222368520.0,14.85%,85.15%
FIN,Finland,1979,4771000.0,,55229.184,45002.201,6329.162,10226.984,6329.162,0.0,0.0,0.0,3897.821,263498436864.0,,214705500971.0,48792940664.0,18.52%,81.48%
FIN,Finland,1980,4788000.0,,54806.88,44833.527,5927.539,9973.353,5927.539,0.0,0.0,0.0,4045.815,262415341440.0,,214662927276.0,47752414163.99999,18.20%,81.80%
FIN,Finland,1981,4810000.0,,54867.679,38571.926,7885.514,16295.753,7885.514,0.0,0.0,0.0,8410.239,263913535989.99997,,185530964060.0,78382571930.0,29.70%,70.30%
FIN,Finland,1982,4835000.0,,53888.911,36798.333,7519.763,17090.578,7519.763,0.0,0.0,0.0,9570.815,260552884685.0,,177919940055.0,82632944630.0,31.71%,68.29%
FIN,Finland,1983,4862000.0,,53040.244,35227.686,7759.049,17812.557,7759.049,0.0,0.0,0.0,10053.508,257881666328.0,,171277009332.0,86604652134.0,33.58%,66.42%
FIN,Finland,1984,4888000.0,,55001.424,36825.795,7528.349,18175.628,7528.349,0.0,0.0,0.0,10647.279,268846960512.0,,180004485960.0,88842469664.0,33.05%,66.95%
FIN,Finland,1985,4911000.0,10057.829,57503.625,39821.842,6976.602,17681.783,6976.602,0.0,0.0,0.0,10705.181,282400302375.0,49393998219.0,195565066062.0,86835236313.0,30.75%,69.25%
FIN,Finland,1986,4930000.0,9928.6,57946.186,40290.57,6981.017,17655.616,6981.017,0.0,0.0,0.0,10674.599,285674696980.0,48947998000.0,198632510100.0,87042186880.00002,30.47%,69.53%
FIN,Finland,1987,4946000.0,10718.965,60788.971,42083.923,7748.108,18705.048,7748.108,0.0,0.0,0.0,10956.94,300662250566.0,53016000890.0,208147083158.0,92515167408.0,30.77%,69.23%
FIN,Finland,1988,4961000.0,10782.302,60220.555,41865.974,7482.047,18354.581,7482.047,0.0,0.0,0.0,10872.534,298754173355.0,53491000222.0,207697097014.0,91057076340.99998,30.48%,69.52%
FIN,Finland,1989,4977000.0,10721.117,60306.652,42453.291,7272.517,17853.361,7272.517,0.0,0.0,0.0,10580.844,300146207004.0,53358999309.0,211290029307.0,88856177697.0,29.60%,70.40%
FIN,Finland,1990,4996000.0,10864.052,64003.814,44488.624,8905.524,19515.19,6038.506,0.278,0.0,2866.74,10609.666,319763054744.0,54276803792.0,222265165504.00003,97497889240.0,30.49%,69.51%
FIN,Finland,1991,5019000.0,11551.984,65005.061,44209.695,10071.78,20795.366,7304.46,0.277,0.332,2766.711,10723.586,326260401159.0,57979407696.0,221888459205.0,104371941954.00002,31.99%,68.01%
FIN,Finland,1992,5045000.0,11424.242,64296.085,42719.481,11045.643,21576.604,8318.518,0.33,1.321,2725.473,10530.961,324373748825.0,57635300890.0,215519781645.0,108853967180.0,33.56%,66.44%
FIN,Finland,1993,5072000.0,12023.326,64716.479,43233.422,10644.964,21483.056,7379.156,0.383,2.41,3263.015,10838.092,328241981488.0,60982309471.99999,219279916384.0,108962060032.0,33.20%,66.80%
FIN,Finland,1994,5097000.0,12857.667,67755.426,47293.793,9947.471,20461.633,6419.793,0.436,3.924,3523.317,10514.162,345349406322.00006,65535528699.0,241056462921.0,104292943401.00002,30.20%,69.80%
FIN,Finland,1995,5119000.0,12583.303,64252.872,43296.736,10601.401,20956.137,7009.334,0.434,5.861,3585.773,10354.735,328910451768.0,64413928057.0,221635991584.0,107274465303.0,32.62%,67.38%
FIN,Finland,1996,5137000.0,13449.533,67107.119,46891.551,9583.487,20215.568,6392.581,0.541,5.948,3184.416,10632.082,344729270303.00006,69090251021.0,240881897487.0,103847372816.0,30.12%,69.88%
FIN,Finland,1997,5152000.0,13421.092,67577.013,45509.429,10687.789,22067.584,6423.638,0.647,8.95,4254.554,11379.795,348156770976.00006,69145465984.0,234464578207.99997,113692192768.0,32.66%,67.34%
FIN,Finland,1998,5164000.0,13639.805,69768.411,44829.09,13062.214,24939.321,8028.805,0.699,12.372,5020.337,11877.107,360284074403.99994,70435953020.0,231497420759.99997,128786653644.0,35.75%,64.25%
FIN,Finland,1999,5176000.0,13409.405,68339.302,44560.793,11316.574,23778.509,6801.393,0.751,26.297,4488.133,12461.935,353724227152.0,69407080280.0,230646664568.0,123077562583.99998,34.79%,65.21%
FIN,Finland,2000,5188000.0,13451.215,68656.965,44040.287,12456.916,24616.678,7816.542,0.857,41.013,4598.504,12159.762,356192334420.0,69784903420.0,228481008955.99997,127711325464.0,35.85%,64.15%
FIN,Finland,2001,5200000.0,14289.882,70028.558,46445.077,11374.749,23583.481,6978.75,0.902,36.938,4358.159,12208.732,364148501600.0,74307386400.0,241514400400.0,122634101200.0,33.68%,66.32%
FIN,Finland,2002,5213000.0,14333.431,70551.751,48328.31,10377.912,22223.441,5643.986,0.999,33.137,4698.282,11845.53,367786277963.0,74720175803.0,251935480030.0,115850797933.0,31.50%,68.50%
FIN,Finland,2003,5227000.0,16085.776,75468.204,53612.511,9878.907,21855.694,4977.812,1.095,47.899,4843.077,11976.787,394472302308.0,84080351152.0,280232594997.0,114239712538.0,28.96%,71.04%
FIN,Finland,2004,5242000.0,16327.427,74557.08,49515.946,13183.383,25041.134,7753.886,1.239,62.124,5355.636,11857.751,390828213360.0,85588372334.0,259562588932.00003,131265624427.99998,33.59%,66.41%
FIN,Finland,2005,5259000.0,13374.325,67544.687,43634.534,11873.512,23910.154,6937.535,1.33,86.082,4848.565,12036.642,355217508933.0,70335575175.0,229474014306.0,125743499886.0,35.40%,64.60%
FIN,Finland,2006,5277000.0,15549.428,72076.934,49027.48,11317.37,23049.455,5788.255,1.722,77.347,5448.555,11732.085,380349980717.99994,82054331556.0,258718011960.00003,121631974035.00002,31.98%,68.02%
FIN,Finland,2007,5298000.0,15274.886,71606.265,47568.883,12162.224,24037.382,7085.304,1.905,94.458,4977.59,11875.159,379369991970.0,80926346028.0,252019942134.0,127350049836.0,33.57%,66.43%
FIN,Finland,2008,5319000.0,14475.529,68803.365,43350.362,13934.064,25453.003,8476.742,1.936,129.283,5157.055,11518.939,365965098435.0,76995338751.0,230580575478.0,135384522957.0,36.99%,63.01%
FIN,Finland,2009,5342000.0,13435.417,63574.284,40942.03,10948.818,22632.254,6236.976,2.112,135.838,4293.976,11683.436,339613825128.0,71771997614.0,218712324260.0,120901500868.0,35.60%,64.40%
FIN,Finland,2010,5366000.0,14976.288,68829.453,45621.118,12012.582,23208.335,6254.427,2.284,143.002,5335.335,11195.753,369338844797.99994,80362761408.0,244802919188.0,124535925610.0,33.72%,66.28%
FIN,Finland,2011,5390000.0,13580.407,63785.369,40534.114,11982.77,23251.255,5962.93,2.548,231.453,5376.614,11268.484,343803138910.0,73198393730.0,218478874460.0,125324264450.0,36.45%,63.55%
FIN,Finland,2012,5415000.0,12943.262,61464.95,36486.426,13931.536,24978.524,8008.045,2.711,235.124,5280.551,11046.988,332832704250.0,70087763730.0,197573996790.0,135258707460.0,40.64%,59.36%
FIN,Finland,2013,5439000.0,13047.884,61585.338,37893.148,12457.603,23692.19,6025.399,3.06,364.196,5621.629,11234.586,334962653382.0,70967441076.0,206100831972.0,128861821410.0,38.47%,61.53%
FIN,Finland,2014,5461000.0,12415.588,59081.808,34832.62,13140.352,24249.188,6232.467,3.728,515.973,5455.769,11108.835,322645753488.0,67801526068.0,190220937820.0,132424815667.99998,41.04%,58.96%
FIN,Finland,2015,5481000.0,12470.186,58375.279,32565.484,14962.848,25809.795,7731.781,5.216,1074.215,5223.84,10846.947,319954904199.0,68349089466.0,178491417804.0,141463486395.0,44.21%,55.79%
FIN,Finland,2016,5498000.0,12457.471,59642.518,34713.151,14202.043,24929.367,7223.344,10.109,1403.309,5224.587,10727.323,327914563964.0,68491175558.0,190852904198.0,137061659765.99998,41.80%,58.20%
FIN,Finland,2017,5511000.0,12179.943,57559.99,32524.463,14733.635,25035.527,6694.697,22.001,2175.288,5099.578,10301.893,317213104890.0,67123665872.99999,179242315593.0,137970789297.0,43.49%,56.51%
FIN,Finland,2018,5523000.0,12671.035,57693.818,33078.661,14768.669,24615.156,5911.906,40.591,2627.449,5482.961,9846.487,318642956814.0,69982126305.0,182693444703.0,135949506588.0,42.67%,57.33%
FIN,Finland,2019,5532000.0,12215.892,55118.024,30443.716,14412.235,24674.308,5499.559,79.721,2679.168,5458.692,10262.072,304912908768.0,67578314544.0,168414636912.0,136498271856.0,44.77%,55.23%
FRA,France,1965,48747000.0,,26692.962,23970.394,2671.454,2722.568,2671.454,0.0,0.0,0.0,51.114,1301201818614.0,,1168484796318.0,132717022296.00002,10.20%,89.80%
FRA,France,1966,49233000.0,,27049.266,24002.896,2967.663,3046.371,2945.659,0.0,0.0,22.004,78.707,1331716512978.0,,1181734578768.0,149981983443.0,11.26%,88.74%
FRA,France,1967,49651000.0,,28572.823,25884.128,2572.551,2688.695,2538.703,0.0,0.0,33.847,116.144,1418669234773.0,,1285172839328.0,133496395445.00002,9.41%,90.59%
FRA,France,1968,50025000.0,,29924.131,26901.551,2851.277,3022.581,2799.859,0.0,0.0,51.419,171.303,1496954653275.0,,1345750088775.0,151204614525.0,10.10%,89.90%
FRA,France,1969,50387000.0,,32749.472,29573.546,2977.462,3175.926,2918.639,0.0,0.0,58.823,198.464,1650147645664.0,,1490122262302.0,160025383362.0,9.70%,90.30%
FRA,France,1970,50764000.0,,35303.588,31814.525,3176.561,3489.064,3101.582,0.0,0.0,74.979,312.503,1792151341232.0002,,1615032547100.0,177118844896.0,9.88%,90.12%
FRA,France,1971,51163000.0,,36450.246,33215.617,2728.132,3234.629,2652.566,0.0,0.0,75.566,506.497,1864903936098.0,,1699410612571.0,165493323527.0,8.87%,91.13%
FRA,France,1972,51573000.0,,38660.568,35162.952,2711.728,3497.616,2630.118,0.0,0.0,81.61,785.888,1993841473464.0,,1813458923495.9998,180382549968.0,9.05%,90.95%
FRA,France,1973,51980000.0,,41667.488,38247.508,2631.695,3419.98,2548.86,0.0,0.0,82.836,788.285,2165876026239.9998,,1988105465840.0,177770560400.0,8.21%,91.79%
FRA,France,1974,52357000.0,,40594.235,36746.856,3066.946,3847.379,2983.276,0.0,0.0,83.67,780.433,2125392361895.0,,1923955139592.0,201437222303.0,9.48%,90.52%
FRA,France,1975,52689000.0,,37973.338,33767.743,3243.554,4205.595,3168.909,0.0,0.0,74.646,962.04,2000777205882.0002,,1779188610927.0,221588594955.0,11.08%,88.92%
FRA,France,1976,52969000.0,,40265.094,36820.963,2616.707,3444.131,2546.808,0.0,0.0,69.899,827.424,2132801764085.9998,,1950369589147.0002,182432174939.0,8.55%,91.45%
FRA,France,1977,53209000.0,,40523.093,35530.275,4056.207,4992.818,3984.447,0.0,0.0,71.76,936.611,2156193255437.0,,1890530402475.0,265662852962.0,12.32%,87.68%
FRA,France,1978,53423000.0,,42192.232,36980.666,3628.185,5211.566,3554.435,0.0,0.0,73.75,1583.381,2254035610136.0,,1975618119717.9998,278417490418.0,12.35%,87.65%
FRA,France,1979,53637000.0,,43267.488,37681.417,3516.603,5586.071,3439.748,0.0,0.0,76.855,2069.469,2320738253856.0,,2021118163629.0,299620090227.0,12.91%,87.09%
FRA,France,1980,53868000.0,,42519.752,35700.156,3661.101,6819.596,3585.246,0.0,0.0,75.855,3158.495,2290454000736.0,,1923096003408.0002,367357997328.0,16.04%,83.96%
FRA,France,1981,54121000.0,,41850.801,32662.877,3782.028,9187.924,3705.443,0.0,0.0,76.585,5405.895,2265007200921.0,,1767747566117.0,497259634804.00006,21.95%,78.05%
FRA,France,1982,54391000.0,,40093.805,30848.947,3682.301,9244.858,3604.299,0.0,0.0,78.002,5562.557,2180742147755.0,,1677905076277.0,502837071478.0,23.06%,76.94%
FRA,France,1983,54675000.0,,40851.653,29915.166,3607.264,10936.488,3528.073,0.0,0.0,79.19,7329.224,2233564127775.0,,1635611701050.0,597952481400.0,26.77%,73.23%
FRA,France,1984,54965000.0,,41978.46,28912.235,3401.784,13066.225,3319.798,0.0,0.0,81.987,9664.441,2307346053900.0,,1589160996775.0,718185057125.0,31.13%,68.87%
FRA,France,1985,55255000.0,6216.322,43124.828,28636.159,3222.712,14488.669,3139.655,0.0,0.0,83.057,11265.958,2382862371140.0,343482872110.0,1582290965545.0,800571405595.0,33.60%,66.40%
FRA,France,1986,55545000.0,6521.294,43942.348,27997.873,3234.299,15944.474,3151.143,0.0,0.0,83.156,12710.175,2440777719660.0,362225275230.0,1555141855785.0,885635808330.0,36.28%,63.72%
FRA,France,1987,55838000.0,6767.209,44492.801,27660.455,3623.489,16832.346,3536.402,0.0,0.0,87.087,13208.857,2484389022238.0,377867416142.0,1544504486290.0,939884535948.0001,37.83%,62.17%
FRA,France,1988,56126000.0,6977.666,44832.513,27292.028,3904.439,17540.485,3816.678,0.0,0.0,87.761,13636.046,2516269624638.0,391628481916.0,1531792363528.0,984477261110.0,39.12%,60.88%
FRA,France,1989,56404000.0,7200.547,45231.019,27865.474,2397.573,17365.545,2306.886,0.0,0.0,90.688,14967.971,2551210395676.0,406139652988.0,1571724195496.0,979486200179.9999,38.39%,61.61%
FRA,France,1990,56667000.0,7424.974,46387.609,28257.296,2734.264,18130.313,2640.477,0.0,0.013,93.774,15396.049,2628646639203.0,420751001658.0,1601256192432.0,1027390446770.9999,39.08%,60.92%
FRA,France,1991,56914000.0,8004.27,49094.729,30009.169,2913.974,19085.56,2811.359,0.0,0.024,102.592,16171.586,2794177406306.0,455555022780.0,1707941844466.0,1086235561840.0001,38.87%,61.13%
FRA,France,1992,57147000.0,8113.094,49265.67,29357.721,3456.941,19907.949,3351.787,0.072,0.024,103.729,16451.008,2815385243490.0,463638982818.0,1677705681987.0,1137679561503.0,40.41%,59.59%
FRA,France,1993,57370000.0,8239.62,49066.479,27994.808,3244.492,21071.671,3142.131,0.081,0.116,95.578,17827.179,2814943900230.0,472706999400.00006,1606062134960.0,1208881765270.0,42.95%,57.05%
FRA,France,1994,57587000.0,8280.827,48234.297,26945.809,3924.36,21288.488,3800.726,0.091,0.227,104.046,17364.128,2777668461339.0,476867984448.99994,1551728302883.0,1225940158456.0,44.14%,55.86%
FRA,France,1995,57802000.0,8551.157,49209.153,27424.177,3656.456,21784.976,3513.866,0.098,0.227,111.924,18128.52,2844387461706.0,494273976913.99994,1585172278954.0,1259215182752.0,44.27%,55.73%
FRA,France,1996,58012000.0,8849.859,50876.567,28526.573,3324.221,22349.994,3162.375,0.127,0.356,116.02,19025.772,2951451404804.0,513398020308.0,1654883552876.0,1296567851928.0,43.93%,56.07%
FRA,France,1997,58221000.0,8669.896,50004.011,27905.442,3229.694,22098.569,3042.242,0.163,0.531,127.627,18868.875,2911283524431.0,504770015016.00006,1624682738682.0,1286600785749.0,44.19%,55.81%
FRA,France,1998,58444000.0,8748.135,50981.505,29411.574,3129.187,21569.931,2951.213,0.194,0.927,126.094,18440.744,2979563078220.0,511276001940.0,1718930030856.0,1260633047364.0,42.31%,57.69%
FRA,France,1999,58704000.0,8956.902,51623.621,29347.754,3620.868,22275.868,3431.247,0.215,1.748,134.999,18655.0,3030513047184.0,525805975008.0,1722830550816.0,1307682555072.0,43.15%,56.85%
FRA,France,2000,59015000.0,9068.626,52010.66,29140.185,3329.194,22870.475,3123.643,0.246,2.259,140.548,19541.281,3069409099900.0,535184963390.0,1719708017775.0,1349701082125.0,43.97%,56.03%
FRA,France,2001,59384000.0,9182.385,52299.909,29055.652,3675.663,23244.256,3451.444,0.286,6.088,154.94,19568.593,3105777796056.0,545286750840.0,1725440838368.0,1380336898304.0,44.44%,55.56%
FRA,France,2002,59803000.0,9257.575,51419.992,28385.447,3009.317,23034.545,2769.172,0.326,12.15,162.17,20025.228,3075069781576.0,553630757725.0,1697534886941.0,1377534894635.0,44.80%,55.20%
FRA,France,2003,60252000.0,9319.251,51569.863,28715.567,2910.826,22854.296,2665.173,0.351,17.544,168.068,19943.47,3107187385476.0,561503511252.0,1730170342884.0,1377017042592.0,44.32%,55.68%
FRA,France,2004,60698000.0,9369.508,51609.093,28702.218,2916.229,22906.875,2656.033,0.377,26.536,168.67,19990.646,3132568726914.0,568710396584.0,1742167228164.0,1390401498750.0,44.39%,55.61%
FRA,France,2005,61120000.0,9345.711,50970.25,28510.959,2587.616,22459.292,2265.622,0.462,42.337,170.406,19871.676,3115301680000.0,571209856320.0,1742589814080.0,1372711927040.0,44.06%,55.94%
FRA,France,2006,61509000.0,9257.713,50224.625,27820.837,2840.119,22403.788,2446.724,0.517,94.822,166.916,19563.669,3089266459125.0,569432668917.0,1711231863033.0,1378034596092.0,44.61%,55.39%
FRA,France,2007,61869000.0,9112.955,49048.521,27077.158,3092.219,21971.362,2473.141,0.773,174.739,181.008,18879.144,3034582945749.0,563809412895.0,1675236688302.0,1359346195578.0,44.80%,55.20%
FRA,France,2008,62209000.0,9144.204,48915.553,26711.85,3556.371,22203.702,2701.07,1.782,241.617,188.236,18647.331,3042987636577.0,568851786636.0,1661717476650.0,1381270097718.0,45.39%,54.61%
FRA,France,2009,62543000.0,8485.556,45944.468,25385.379,3372.104,20559.089,2390.698,7.299,331.881,192.031,17186.984,2873504862124.0,530712128908.00006,1587677758797.0,1285827103327.0,44.75%,55.25%
FRA,France,2010,62880000.0,8974.891,47054.249,25603.941,3681.379,21450.308,2600.481,25.709,412.377,203.887,17768.929,2958771177120.0,564341146080.0,1609975810080.0,1348795367040.0,45.59%,54.41%
FRA,France,2011,63222000.0,8981.131,44987.427,23783.1,3070.873,21204.327,1835.98,85.177,494.011,224.625,18133.454,2844195109794.0,567805064082.0,1503615148200.0,1340579961594.0,47.13%,52.87%
FRA,France,2012,63564000.0,8919.804,44683.356,23613.056,3831.87,21070.301,2377.281,162.738,604.309,218.496,17238.431,2840252840784.0,566978421456.0,1500940291584.0,1339312612764.0,47.15%,52.85%
FRA,France,2013,63894000.0,9018.191,44834.32,23500.412,4356.782,21333.909,2833.602,189.732,642.445,215.898,16977.127,2864644042080.0,576208295754.0,1501535324328.0,1363108781646.0,47.58%,52.42%
FRA,France,2014,64194000.0,8817.17,42713.158,21259.9,4149.449,21453.258,2490.838,234.415,683.821,230.649,17303.809,2741928464652.0,566009410980.0,1364758020600.0,1377170444052.0,50.23%,49.77%
FRA,France,2015,64453000.0,8903.655,42767.747,21577.359,4021.45,21190.388,2136.913,285.032,834.018,253.279,17168.938,2756509597391.0,573867275715.0,1390725519627.0,1365784077764.0,49.55%,50.45%
FRA,France,2016,64668000.0,8640.64,41930.685,21956.292,4295.035,19974.393,2334.939,317.324,832.198,297.064,15679.358,2711573537580.0,558772907520.0,1419869491056.0,1291704046524.0,47.64%,52.36%
FRA,France,2017,64843000.0,8575.742,41553.881,22182.339,4013.051,19371.542,1897.724,353.267,937.541,308.231,15358.49,2694478305683.0,556076838506.0,1438369407777.0,1256108897906.0,46.62%,53.38%
FRA,France,2018,64991000.0,8862.309,42190.684,21615.604,4748.822,20575.079,2444.804,394.595,1074.014,325.867,15826.257,2742014743844.0,575970324219.0,1404819719564.0,1337194959289.0,48.77%,51.23%
FRA,France,2019,65130000.0,8674.502,41281.299,21251.255,4843.653,20030.043,2224.855,445.943,1310.922,330.646,15186.391,2688651003870.0,564970315260.0,1384094238150.0,1304556700590.0,48.52%,51.48%
DEU,Germany,1965,76258000.0,,38899.306,38304.497,590.547,594.809,590.547,0.0,0.0,0.0,4.262,2966383276948.0,,2921024332226.0,45358944722.0,1.53%,98.47%
DEU,Germany,1966,76820000.0,,38711.866,38068.261,634.022,643.605,634.022,0.0,0.0,0.0,9.582,2973845546120.0,,2924403810020.0,49441736100.0,1.66%,98.34%
DEU,Germany,1967,77357000.0,,38346.579,37704.63,597.961,641.949,597.961,0.0,0.0,0.0,43.988,2966376311703.0,,2916717062910.0,49659248793.0,1.67%,98.33%
DEU,Germany,1968,77847000.0,,40685.977,40019.962,602.999,666.015,602.999,0.0,0.0,0.0,63.015,3167281251519.0,,3115433981814.0,51847269705.0,1.64%,98.36%
DEU,Germany,1969,78261000.0,,43661.954,42999.978,486.743,661.976,486.743,0.0,0.0,0.0,175.233,3417028181994.0,,3365221278258.0,51806903736.0,1.52%,98.48%
DEU,Germany,1970,78578000.0,,45904.808,45022.892,652.349,881.916,619.826,0.0,0.0,32.523,229.567,3607108003024.0,,3537808807576.0,69299195448.0,1.92%,98.08%
DEU,Germany,1971,78790000.0,,46203.354,45474.545,509.661,728.809,474.369,0.0,0.0,35.292,219.148,3640362261660.0,,3582939400550.0,57422861110.0,1.58%,98.42%
DEU,Germany,1972,78902000.0,,47741.096,46905.085,500.785,836.011,464.919,0.0,0.0,35.866,335.226,3766867956592.0,,3700905016670.0,65962939922.0,1.75%,98.25%
DEU,Germany,1973,78932000.0,,50467.093,49468.04,573.017,999.052,535.956,0.0,0.0,37.061,426.035,3983468584676.0,,3904611333280.0,78857172464.0,1.98%,98.02%
DEU,Germany,1974,78910000.0,,49595.234,48427.468,658.781,1167.765,620.895,0.0,0.0,37.886,508.984,3913559914939.9995,,3821411499880.0,92148336150.00002,2.35%,97.65%
DEU,Germany,1975,78856000.0,,47676.849,46186.021,640.543,1490.828,600.924,0.0,0.0,39.619,850.285,3759605604744.0,,3642044871976.0,117560732768.0,3.13%,96.87%
DEU,Germany,1976,78782000.0,,50927.02,49352.437,533.276,1574.583,488.226,0.0,0.0,45.05,1041.306,4012132489639.9995,,3888083691734.0,124048797906.0,3.09%,96.91%
DEU,Germany,1977,78687000.0,,50847.811,48726.756,664.686,2121.055,620.679,0.0,0.0,44.006,1456.369,4001061704157.0,,3834162249372.0,166899454785.0,4.17%,95.83%
DEU,Germany,1978,78574000.0,,52762.014,50515.273,695.725,2246.741,649.149,0.0,0.0,46.576,1551.016,4145722488036.0,,3969187060702.0,176535427334.0,4.26%,95.74%
DEU,Germany,1979,78438000.0,,55788.129,53242.202,702.148,2545.927,651.034,0.0,0.0,51.113,1843.779,4375909262502.0,,4176211840476.0,199697422026.0,4.56%,95.44%
DEU,Germany,1980,78283000.0,,54056.217,51337.291,746.416,2718.926,676.646,0.0,0.0,69.77,1972.51,4231682835411.0,,4018837151353.0,212845684058.0,5.03%,94.97%
DEU,Germany,1981,78108000.0,,52478.687,49375.719,772.397,3102.968,708.232,0.0,0.0,64.165,2330.571,4099005284196.0,,3856638659652.0,242366624544.0,5.91%,94.09%
DEU,Germany,1982,77926000.0,,50737.433,47316.706,767.709,3420.727,703.588,0.0,0.0,64.121,2653.018,3953765203958.0,,3687201631756.0,266563572202.0,6.74%,93.26%
DEU,Germany,1983,77770000.0,,51560.496,48048.883,723.368,3511.613,668.354,0.0,0.0,55.014,2788.245,4009859773920.0,,3736761630910.0,273098143010.0,6.81%,93.19%
DEU,Germany,1984,77682000.0,,53510.082,49060.345,719.534,4449.737,660.785,0.0,0.0,58.749,3730.204,4156770189924.0,,3811105720290.0,345664469634.0,8.32%,91.68%
DEU,Germany,1985,77692000.0,6725.712,55066.807,49428.953,680.919,5637.854,622.138,0.0,0.0,58.78,4956.935,4278250369444.0,522534016704.00006,3840234216476.0,438016152968.0,10.24%,89.76%
DEU,Germany,1986,77806000.0,6729.005,54531.715,49153.036,720.045,5378.679,663.045,0.0,0.036,56.964,4658.635,4242894617289.9995,523556963030.0,3824401119016.0,418493498274.0,9.86%,90.14%
DEU,Germany,1987,78016000.0,6824.78,54840.931,49018.908,775.868,5822.023,724.317,0.0,0.071,51.48,5046.156,4278470072895.9995,532442036480.0,3824259126528.0,454210946368.0,10.62%,89.38%
DEU,Germany,1988,78308000.0,7017.061,54810.776,48477.33,770.65,6333.446,712.266,0.0,0.284,58.1,5562.796,4292122247008.0,549492012788.0,3796162757640.0,495959489368.0,11.56%,88.44%
DEU,Germany,1989,78660000.0,7117.633,53985.968,47569.812,706.946,6416.156,644.255,0.0,0.918,61.773,5709.21,4246536242880.0,559873011780.0,3741841411920.0,504694830960.0,11.88%,88.12%
