iso_code,country,year,population,per_capita_electricity,energy_per_capita,fossil_energy_per_capita,renewables_energy_per_capita,low_carbon_energy_per_capita,hydro_energy_per_capita,solar_energy_per_capita,wind_energy_per_capita,other_renewables_energy_per_capita,nuclear_energy_per_capita,total_energy,total_electricity,total_fossil_energy,total_renewable_energy,renewable_energy_percentage,fossil_energy_percentage
AUT,Austria,1965,7305000.0,,25546.361,19430.682,6115.679,6115.679,6115.679,0.0,0.0,0.0,0.0,186616167105.0,,141941132010.0,44675035095.0,23.94%,76.06%
AUT,Austria,1966,7352000.0,,26553.225,20005.115,6548.11,6548.11,6548.11,0.0,0.0,0.0,0.0,195219310200.0,,147077605480.0,48141704720.0,24.66%,75.34%
AUT,Austria,1967,7397000.0,,26658.37,20012.277,6646.093,6646.093,6646.093,0.0,0.0,0.0,0.0,197191962890.0,,148030812969.0,49161149921.0,24.93%,75.07%
AUT,Austria,1968,7440000.0,,28357.9,21568.394,6789.507,6789.507,6789.507,0.0,0.0,0.0,0.0,210982776000.0,,160468851360.0,50513932080.0,23.94%,76.06%
AUT,Austria,1969,7479000.0,,29272.712,23063.469,6209.243,6209.243,6209.243,0.0,0.0,0.0,0.0,218930613048.0,,172491684651.0,46438928397.0,21.21%,78.79%
AUT,Austria,1970,7516000.0,,33306.822,25438.527,7868.295,7868.295,7868.295,0.0,0.0,0.0,0.0,250334074152.0,,191195968932.0,59138105220.0,23.62%,76.38%
AUT,Austria,1971,7550000.0,,33121.852,26933.437,6188.416,6188.416,6188.416,0.0,0.0,0.0,0.0,250069982600.0,,203347449350.0,46722540800.0,18.68%,81.32%
AUT,Austria,1972,7581000.0,,34128.457,27794.049,6334.408,6334.408,6334.408,0.0,0.0,0.0,0.0,258727832517.00003,,210706685469.0,48021147048.0,18.56%,81.44%
AUT,Austria,1973,7607000.0,,36554.206,29539.754,7014.451,7014.451,7014.451,0.0,0.0,0.0,0.0,278067845042.0,,224708908678.0,53358928757.0,19.19%,80.81%
AUT,Austria,1974,7626000.0,,36571.216,28298.269,8272.947,8272.947,8272.947,0.0,0.0,0.0,0.0,278892093216.0,,215802599394.0,63089493822.0,22.62%,77.38%
AUT,Austria,1975,7638000.0,,36239.779,27585.965,8653.814,8653.814,8653.814,0.0,0.0,0.0,0.0,276799432002.0,,210701600670.0,66097831332.0,23.88%,76.12%
AUT,Austria,1976,7641000.0,,37587.795,30111.455,7476.34,7476.34,7476.34,0.0,0.0,0.0,0.0,287208341595.0,,230081627655.0,57126713940.0,19.89%,80.11%
AUT,Austria,1977,7637000.0,,37597.464,28533.106,9064.358,9064.358,9064.358,0.0,0.0,0.0,0.0,287131832568.0,,217907330522.0,69224502046.0,24.11%,75.89%
AUT,Austria,1978,7628000.0,,39292.134,30209.798,9082.336,9082.336,9082.336,0.0,0.0,0.0,0.0,299720398152.0,,230440339144.0,69280059008.0,23.11%,76.89%
AUT,Austria,1979,7618000.0,,41635.883,31390.841,10245.042,10245.042,10245.042,0.0,0.0,0.0,0.0,317182156694.0,,239135426738.0,78046729956.0,24.61%,75.39%
AUT,Austria,1980,7610000.0,,41479.269,30853.658,10625.611,10625.611,10625.611,0.0,0.0,0.0,0.0,315657237090.0,,234796337380.0,80860899710.0,25.62%,74.38%
AUT,Austria,1981,7605000.0,,40235.657,28968.463,11267.194,11267.194,11267.194,0.0,0.0,0.0,0.0,305992171485.0,,220305161115.0,85687010370.0,28.00%,72.00%
AUT,Austria,1982,7602000.0,,38908.827,27619.282,11289.545,11289.545,11289.545,0.0,0.0,0.0,0.0,295784902854.0,,209961781764.0,85823121090.0,29.02%,70.98%
AUT,Austria,1983,7603000.0,,38801.843,27619.735,11182.108,11182.108,11182.108,0.0,0.0,0.0,0.0,295010412329.0,,209992845205.0,85017567124.0,28.82%,71.18%
AUT,Austria,1984,7607000.0,,38472.078,28667.664,9804.415,9804.415,9804.415,0.0,0.0,0.0,0.0,292657097346.0,,218074920048.0,74582184905.0,25.48%,74.52%
AUT,Austria,1985,7615000.0,5848.326,40351.844,29125.766,11226.078,11226.078,11226.078,0.0,0.0,0.0,0.0,307279292060.0,44535002490.0,221792708090.0,85486583970.0,27.82%,72.18%
AUT,Austria,1986,7625000.0,5856.131,40703.337,28976.032,11727.306,11727.306,11258.27,0.0,0.0,469.035,0.0,310362944625.0,44652998875.0,220942244000.0,89420708250.0,28.81%,71.19%
AUT,Austria,1987,7639000.0,6613.169,42846.179,29648.612,13197.567,13197.567,12868.183,0.0,0.0,329.383,0.0,327301961381.0,50517997991.0,226485747068.0,100816214313.0,30.80%,69.20%
AUT,Austria,1988,7659000.0,6400.836,42090.649,28906.785,13183.864,13183.864,12804.151,0.0,0.0,379.713,0.0,322372280691.0,49024002924.0,221397066315.0,100975214376.0,31.32%,68.68%
AUT,Austria,1989,7687000.0,6527.124,42178.932,29102.414,13076.518,13076.518,12677.413,0.0,0.0,399.105,0.0,324229450284.0,50174002188.0,223710256418.0,100519193866.0,31.00%,69.00%
AUT,Austria,1990,7724000.0,6526.929,42664.203,30912.206,11751.996,11751.996,11331.573,0.0,0.0,410.872,0.0,329538303972.0,50413999596.0,238765879144.0,90772417104.0,27.55%,72.45%
AUT,Austria,1991,7773000.0,6623.44,44503.015,32817.716,11685.299,11685.299,11236.697,0.0,0.0,438.067,0.0,345921935595.0,51483999120.0,255092106468.0,90829829127.0,26.26%,73.74%
AUT,Austria,1992,7831000.0,6535.564,43385.516,30541.177,12844.338,12844.338,12361.281,0.0,0.0,471.476,0.0,339751975796.0,51180001684.0,239167957087.0,100584010878.0,29.61%,70.39%
AUT,Austria,1993,7892000.0,6674.48,43783.839,30371.794,13412.046,13412.046,12919.407,0.352,0.0,479.076,0.0,345542057388.0,52674996160.0,239694198248.0,105847867032.0,30.63%,69.37%
AUT,Austria,1994,7947000.0,6708.066,43233.474,30319.604,12913.87,12913.87,12481.135,0.35,0.0,423.135,0.0,343576417878.0,53309000502.0,240949892988.0,102626524890.0,29.87%,70.13%
AUT,Austria,1995,7990000.0,7082.228,45079.618,31530.141,13549.477,13549.477,12886.682,0.348,0.348,645.676,0.0,360186147820.0,56587001720.0,251925826590.0,108260321230.0,30.06%,69.94%
AUT,Austria,1996,8018000.0,6838.987,45058.722,32636.008,12422.714,12422.714,11853.932,0.346,1.732,550.652,0.0,361280832996.0,54834997766.0,261675512144.0,99605320852.0,27.57%,72.43%
AUT,Austria,1997,8033000.0,7077.182,45892.354,32788.917,13103.437,13103.437,12485.064,0.692,6.916,591.792,0.0,368653279682.0,56851003006.0,263393370261.0,105259909421.0,28.55%,71.45%
AUT,Austria,1998,8041000.0,7143.017,46562.677,33052.309,13510.368,13510.368,12838.15,0.691,15.545,636.591,0.0,374410485757.0,57436999697.0,265773616669.0,108636869088.0,29.02%,70.98%
AUT,Austria,1999,8051000.0,7498.323,47511.002,32876.816,14634.186,14634.186,14042.132,0.69,17.596,550.971,0.0,382511077102.0,60368998473.0,264691245616.0,117819831486.0,30.80%,69.20%
AUT,Austria,2000,8069000.0,7417.582,47551.699,32574.893,14976.806,14976.806,14402.061,1.033,23.065,526.115,0.0,383694659231.0,59852469158.0,262846811617.0,120847847614.0,31.50%,68.50%
AUT,Austria,2001,8098000.0,7539.171,49146.762,34703.073,14443.689,14443.689,13786.949,1.704,58.616,568.379,0.0,397990478676.0,61052206758.0,281025485154.0,116964993522.0,29.39%,70.61%
AUT,Austria,2002,8134000.0,7461.095,49037.043,34863.805,14173.238,14173.238,13560.356,3.034,68.43,512.535,0.0,398867307762.0,60688546730.0,283582189870.0,115285117892.0,28.90%,71.10%
AUT,Austria,2003,8176000.0,7103.86,49419.906,37624.981,11794.925,11794.925,11067.715,4.998,121.956,570.437,0.0,404057151456.0,58081159360.0,307621844656.0,96435306800.0,23.87%,76.13%
AUT,Austria,2004,8217000.0,7537.428,49997.5,36867.397,13130.104,13130.104,12110.967,5.93,304.403,678.557,0.0,410829457500.0,61935045876.0,302939401149.0,107890064568.0,26.26%,73.74%
AUT,Austria,2005,8254000.0,7812.807,50621.48,37183.145,13438.334,13438.334,12088.843,6.85,433.846,794.238,0.0,417829695920.0,64486908978.0,306909678830.0,110920008836.0,26.55%,73.45%
AUT,Austria,2006,8285000.0,7478.313,49861.92,36331.115,13530.805,13530.805,11503.587,7.223,565.497,1044.503,0.0,413106007200.0,61957823205.0,301003287775.0,112102719425.0,27.14%,72.86%
AUT,Austria,2007,8314000.0,7568.172,48534.016,34262.437,14271.579,14271.579,11838.582,7.744,650.863,1297.649,0.0,403511809024.0,62921782008.0,284857901218.0,118653907806.0,29.41%,70.59%
AUT,Austria,2008,8342000.0,7731.592,49334.423,34617.396,14717.027,14717.027,12129.036,9.531,636.445,1361.427,0.0,411547756666.0,64496940464.0,288778317432.0,122769439234.0,29.83%,70.17%
AUT,Austria,2009,8373000.0,7918.078,47491.043,31975.679,15515.364,15515.364,12813.779,15.326,612.247,1340.393,0.0,397642503039.0,66298067094.0,267732360267.0,129910142772.0,32.67%,67.33%
AUT,Austria,2010,8410000.0,8075.517,48883.574,34226.142,14657.432,14657.432,11893.864,27.535,639.878,1383.803,0.0,411110857340.0,67915097970.0,287841854220.0,123269003120.0,29.98%,70.02%
AUT,Austria,2011,8454000.0,7364.397,45537.713,32298.709,13239.004,13239.004,10495.553,53.359,593.528,1384.553,0.0,384975825702.0,62258612238.0,273053285886.0,111922539816.0,29.07%,70.93%
AUT,Austria,2012,8502000.0,8080.19,47495.221,31279.494,16215.726,16215.726,13270.859,102.244,745.895,1396.047,0.0,403804368942.0,68697775380.0,265938257988.0,137866102452.0,34.14%,65.86%
AUT,Austria,2013,8556000.0,7548.049,46888.618,31191.741,15696.877,15696.877,12581.735,187.312,943.553,1371.771,0.0,401179015608.0,64581107244.0,266876535996.00003,134302479612.0,33.48%,66.52%
AUT,Austria,2014,8615000.0,7150.212,44630.048,29111.543,15518.506,15518.506,12114.627,231.965,1136.058,1280.963,0.0,384487863520.0,61599076380.00001,250795942945.0,133691929190.0,34.77%,65.23%
AUT,Austria,2015,8679000.0,7126.382,44369.911,29680.396,14689.515,14689.515,10800.984,273.146,1410.868,1312.698,0.0,385086457569.0,61849869378.0,257596156884.0,127490300685.0,33.11%,66.89%
AUT,Austria,2016,8747000.0,7460.373,45481.414,30123.026,15358.388,15358.388,11455.504,315.109,1505.035,1348.745,0.0,397825928258.0,65255882631.0,263486108422.0,134339819836.0,33.77%,66.23%
AUT,Austria,2017,8820000.0,7645.163,46183.623,31076.874,15106.749,15106.749,10854.156,359.686,1862.675,1394.824,0.0,407339554860.0,67430337659.99999,274098028680.0,133241526180.0,32.71%,67.29%
AUT,Austria,2018,8891000.0,7311.44,44905.628,30281.529,14624.099,14624.099,10521.294,401.877,1685.741,1356.765,0.0,399255938548.0,65006013040.0,269233074339.0,130022864209.0,32.57%,67.43%
AUT,Austria,2019,8955000.0,7998.409,46523.958,30844.347,15679.611,15679.611,11263.087,373.735,2056.042,1323.59,0.0,416622043890.0,71625752595.0,276211127385.0,140410916505.0,33.70%,66.30%
BEL,Belgium,1965,9444000.0,,43720.119,43640.115,80.004,80.004,80.004,0.0,0.0,0.0,0.0,412892803836.0,,412137246060.0,755557776.0,0.18%,99.82%
BEL,Belgium,1966,9489000.0,,41922.79,41833.505,87.528,89.285,87.528,0.0,0.0,0.0,1.756,397805354310.0,,396958128945.0,847225365.0,0.21%,99.79%
BEL,Belgium,1967,9529000.0,,43824.845,43728.064,69.379,96.781,69.379,0.0,0.0,0.0,27.402,417606948005.0,,416684721856.0,922226149.0,0.22%,99.78%
BEL,Belgium,1968,9566000.0,,48648.337,48559.771,70.853,88.566,70.853,0.0,0.0,0.0,17.713,465369991742.0,,464522769386.0,847222356.0,0.18%,99.82%
BEL,Belgium,1969,9600000.0,,53201.325,53128.408,66.551,72.917,66.551,0.0,0.0,0.0,6.366,510732720000.0,,510032716800.0,700003200.0,0.14%,99.86%
BEL,Belgium,1970,9632000.0,,56015.78,55928.397,70.944,87.382,70.944,0.0,0.0,0.0,16.438,539543992960.0,,538702319904.0,841663424.0,0.16%,99.84%
BEL,Belgium,1971,9663000.0,,54777.066,54738.546,38.52,38.52,38.52,0.0,0.0,0.0,0.0,529310788758.0,,528938569998.0,372218760.00000006,0.07%,99.93%
BEL,Belgium,1972,9693000.0,,58052.246,57997.51,51.584,54.736,51.584,0.0,0.0,0.0,3.152,562700420478.0,,562169864430.0,530556048.0,0.09%,99.91%
BEL,Belgium,1973,9721000.0,,58660.956,58557.229,82.01,103.727,48.863,0.0,0.0,33.147,21.717,570243153276.0,,569234823109.0,1008330167.0,0.18%,99.82%
BEL,Belgium,1974,9747000.0,,56498.043,56356.689,99.176,141.354,68.397,0.0,0.0,30.779,42.178,550686425121.0,,549308647683.0,1377777438.0000002,0.25%,99.75%
BEL,Belgium,1975,9772000.0,,52962.259,50958.232,75.613,2004.027,52.019,0.0,0.0,23.594,1928.414,517547194948.0,,497963843104.00006,19583351844.0,3.78%,96.22%
BEL,Belgium,1976,9795000.0,,56042.581,53149.379,47.076,2893.202,30.911,0.0,0.0,16.165,2846.126,548937080895.0,,520598167305.0,28338913590.000004,5.16%,94.84%
BEL,Belgium,1977,9817000.0,,55999.507,52488.022,133.272,3511.485,63.382,0.0,0.0,69.89,3378.213,549747160219.0,,515274911974.0,34472248245.0,6.27%,93.73%
BEL,Belgium,1978,9837000.0,,58332.778,54662.957,136.39,3669.821,62.971,0.0,0.0,73.419,3533.431,573819537186.0,,537719508009.0,36100029177.0,6.29%,93.71%
BEL,Belgium,1979,9854000.0,,59921.808,56551.488,154.76,3370.32,65.963,0.0,0.0,88.796,3215.561,590469496032.0,,557258362752.0,33211133280.0,5.62%,94.38%
BEL,Belgium,1980,9869000.0,,57268.52,53573.727,162.687,3694.794,78.247,0.0,0.0,84.44,3532.107,565183023880.0,,528719111763.0,36463921986.0,6.45%,93.55%
BEL,Belgium,1981,9881000.0,,54381.192,50577.312,188.915,3803.88,107.108,0.0,0.0,81.807,3614.965,537340558152.0,,499754419872.0,37586138280.0,6.99%,93.01%
BEL,Belgium,1982,9890000.0,,51958.135,47452.177,106.449,4505.958,93.529,0.0,0.0,12.92,4399.509,513865955150.0,,469302030530.00006,44563924620.0,8.67%,91.33%
BEL,Belgium,1983,9898000.0,,50258.672,43393.082,100.469,6865.59,94.295,0.0,0.0,6.174,6765.121,497460335456.0,,429504725636.0,67955609820.0,13.66%,86.34%
BEL,Belgium,1984,9906000.0,,52467.907,44583.23,105.155,7884.678,98.425,0.0,0.0,6.73,7779.523,519747086742.0,,441641476380.00006,78105620268.0,15.03%,84.97%
BEL,Belgium,1985,9917000.0,5780.175,54676.65,44889.576,95.235,9787.074,80.39,0.0,0.0,14.845,9691.839,542228338050.0,57321995475.0,445169925192.0,97058412858.0,17.90%,82.10%
BEL,Belgium,1986,9929000.0,5909.558,56325.937,45175.65,129.251,11150.287,95.959,0.0,0.0,33.292,11021.036,559260228473.0,58676001382.0,448549028850.0,110711199623.0,19.80%,80.20%
BEL,Belgium,1987,9942000.0,6373.667,57939.678,46052.948,161.213,11886.73,119.862,0.0,1.676,39.675,11725.517,576036278676.0,63366997314.0,457858409015.99994,118177869660.0,20.52%,79.48%
BEL,Belgium,1988,9959000.0,6561.803,58990.791,46816.143,152.57,12174.648,100.133,0.0,2.231,50.206,12022.078,587489287569.0,65348996077.0,466241968136.99994,121247319431.99998,20.64%,79.36%
BEL,Belgium,1989,9980000.0,6768.236,59316.001,47703.879,140.002,11612.122,84.892,0.0,1.948,53.162,11472.12,591973689980.0,67546995280.0,476084712420.0,115888977560.0,19.58%,80.42%
BEL,Belgium,1990,10007000.0,7087.339,62686.766,50673.776,154.059,12012.989,73.837,0.0,1.943,78.279,11858.93,627306467362.0,70923001373.0,507092476432.0,120213980923.0,19.16%,80.84%
BEL,Belgium,1991,10039000.0,7165.654,64643.039,52635.138,148.311,12007.901,63.364,0.0,2.214,82.733,11859.59,648951468521.0,71936000506.0,528404150382.0,120547318139.0,18.58%,81.42%
BEL,Belgium,1992,10078000.0,7166.601,64157.55,52009.792,170.063,12147.757,93.989,0.0,2.481,73.593,11977.695,646579788900.0,72225004878.0,524154683776.0,122425095046.0,18.93%,81.07%
BEL,Belgium,1993,10119000.0,7000.099,62881.088,51232.475,139.177,11648.613,69.726,0.0,2.196,67.255,11509.436,636293729472.0,70834001781.0,518421414525.0,117872314947.0,18.52%,81.48%
BEL,Belgium,1994,10156000.0,7107.03,66135.586,54860.359,164.107,11275.227,94.635,0.0,2.462,67.01,11111.12,671673011416.0,72178996680.0,557161806004.0,114511205412.00002,17.05%,82.95%
BEL,Belgium,1995,10186000.0,7304.928,66519.75,55059.567,182.167,11460.183,92.175,0.0,2.454,87.539,11278.016,677570173500.0,74407996608.0,560836749462.0,116733424038.00002,17.23%,82.77%
BEL,Belgium,1996,10208000.0,7454.839,70566.449,58621.287,152.658,11945.162,65.036,0.0,2.177,85.445,11792.503,720342311391.9999,76098996512.0,598406097696.0,121936213696.0,16.93%,83.07%
BEL,Belgium,1997,10224000.0,7710.583,71106.563,58066.429,159.755,13040.134,82.866,0.0,2.174,74.715,12880.379,726993500112.0,78833000592.0,593671170096.0,133322330016.0,18.34%,81.66%
BEL,Belgium,1998,10237000.0,8125.72,72443.804,59711.114,205.952,12732.69,105.554,0.0,2.985,97.414,12526.738,741607221548.0,83182995640.0,611262674018.0,130344547530.0,17.58%,82.42%
BEL,Belgium,1999,10255000.0,8241.248,71721.579,58214.066,230.24,13507.514,92.367,0.0,3.521,134.352,13277.274,735504792645.0,84513998240.0,596985246830.0,138519556070.0,18.83%,81.17%
BEL,Belgium,2000,10282000.0,8050.282,73153.564,59861.447,282.047,13292.118,124.273,0.0,4.323,153.451,13010.071,752164945048.0,82772999524.0,615495398054.0,136669557276.0,18.17%,81.83%
BEL,Belgium,2001,10319000.0,7618.762,72299.813,59616.604,287.501,12683.208,117.942,0.0,9.895,159.663,12395.707,746061770347.0,78618005078.0,615183736676.0,130878023352.0,17.54%,82.46%
BEL,Belgium,2002,10365000.0,7808.876,71684.098,58854.528,301.044,12829.57,95.234,0.0,15.079,190.732,12528.526,743005675770.0,80938999740.0,610027182720.0,132978493050.0,17.90%,82.10%
BEL,Belgium,2003,10419000.0,8020.06,74007.258,61306.908,311.684,12700.35,64.586,0.0,23.01,224.088,12388.666,771081621102.0,83561005140.0,638756674452.0,132324946650.0,17.16%,82.84%
BEL,Belgium,2004,10480000.0,8048.872,73825.921,61218.442,386.679,12607.479,81.882,0.258,36.679,267.86,12220.8,773695652080.0,84352178560.0,641569272160.0,132126379920.0,17.08%,82.92%
BEL,Belgium,2005,10547000.0,8101.229,72511.815,59836.219,537.108,12675.595,73.451,0.255,57.893,405.509,12138.488,764782112805.0,85443662263.0,631092601793.0,133689500465.0,17.48%,82.52%
BEL,Belgium,2006,10619000.0,7919.068,72171.31,59687.017,743.062,12484.293,90.366,0.503,92.128,560.065,11741.231,766387140890.0,84092583092.0,633816433523.0,132570707367.0,17.30%,82.70%
BEL,Belgium,2007,10698000.0,8158.69,72073.038,59232.996,865.554,12840.042,96.586,1.49,121.913,645.565,11974.488,771037360524.0,87281665620.0,633674591208.0,137362769316.0,17.82%,82.18%
BEL,Belgium,2008,10779000.0,7731.195,72761.131,60519.668,1081.959,12241.463,100.408,10.286,156.0,815.265,11159.504,784292231048.9999,83334550905.0,652341501372.0,131950729677.0,16.82%,83.18%
BEL,Belgium,2009,10860000.0,8261.696,67471.579,54608.643,1455.479,12862.935,79.235,40.101,240.605,953.963,11407.456,732741347940.0,89722018560.0,593049862980.0,139691474100.0,19.06%,80.94%
BEL,Belgium,2010,10939000.0,8554.619,71317.805,57960.807,1929.311,13356.997,74.367,133.479,307.955,1032.179,11427.686,780145468894.9999,93578977241.0,634033267773.0,146112190183.0,18.73%,81.27%
BEL,Belgium,2011,11014000.0,8067.494,66019.642,52325.257,2345.488,13694.384,46.117,275.052,543.987,1105.84,11348.897,727140336988.0001,88855378916.0,576310380598.0,150829945376.0,20.74%,79.26%
BEL,Belgium,2012,11085000.0,7340.826,63041.369,50880.625,2797.62,12160.744,82.954,499.119,639.235,1208.781,9363.124,698813575365.0,81373056210.0,564011728125.0,134801847240.0,19.29%,80.71%
BEL,Belgium,2013,11154000.0,7326.865,64263.002,51434.049,3040.626,12828.953,87.224,606.893,841.249,1143.92,9788.327,716789524308.0,81723852210.0,573695382546.0,143094141762.0,19.96%,80.04%
BEL,Belgium,2014,11221000.0,6330.389,59524.366,48667.753,3212.805,10856.614,66.951,654.587,1046.746,1014.518,7643.809,667922910886.0,71033294969.0,546100856412.99994,121822065694.0,18.24%,81.76%
BEL,Belgium,2015,11288000.0,6045.571,60020.436,50650.192,3520.278,9370.245,71.357,684.928,1249.194,1246.886,5849.967,677510681568.0,68242405448.0,571739367296.0,105771325560.00002,15.61%,84.39%
BEL,Belgium,2016,11354000.0,7411.934,64278.427,51012.182,3626.346,13266.245,81.951,685.533,1204.395,1207.119,9639.9,729817260158.0,84155098636.0,579192314428.0,150624945730.0,20.64%,79.36%
BEL,Belgium,2017,11420000.0,7450.622,64639.19,51438.699,3956.438,13200.491,59.129,724.015,1425.942,1264.69,9244.053,738179549800.0,85086103240.0,587429942580.0,150749607220.0,20.42%,79.58%
BEL,Belgium,2018,11482000.0,6408.352,62624.214,52245.359,4188.777,10378.854,67.86,844.58,1615.801,1184.204,6190.078,719051225148.0,73580697664.0,599881212038.0,119170001628.0,16.57%,83.43%
BEL,Belgium,2019,11539000.0,7825.933,65302.717,51382.511,4530.155,13920.206,63.601,846.932,2045.576,1100.254,9390.051,753528051463.0,90303440887.0,592902794429.0,160625257034.0,21.32%,78.68%
BGR,Bulgaria,1965,8223000.0,,14540.597,13864.985,675.612,675.612,675.612,0.0,0.0,0.0,0.0,119567329131.0,,114011771655.0,5555557476.0,4.65%,95.35%
BGR,Bulgaria,1966,8284000.0,,15476.257,14802.266,673.991,673.991,673.991,0.0,0.0,0.0,0.0,128205312988.0,,122621971544.0,5583341444.0,4.36%,95.64%
BGR,Bulgaria,1967,8343000.0,,17856.692,17183.472,673.22,673.22,673.22,0.0,0.0,0.0,0.0,148978381356.0,,143361706896.0,5616674460.0,3.77%,96.23%
BGR,Bulgaria,1968,8400000.0,,19845.698,19414.15,431.548,431.548,431.548,0.0,0.0,0.0,0.0,166703863200.0,,163078860000.0,3625003200.0,2.17%,97.83%
BGR,Bulgaria,1969,8455000.0,,21967.863,21363.684,604.179,604.179,604.179,0.0,0.0,0.0,0.0,185738281665.0,,180629948220.0,5108333445.0,2.75%,97.25%
BGR,Bulgaria,1970,8508000.0,,24561.938,23859.331,702.607,702.607,702.607,0.0,0.0,0.0,0.0,208972968504.0,,202995188148.0,5977780356.0,2.86%,97.14%
BGR,Bulgaria,1971,8559000.0,,25424.499,24720.236,704.262,704.262,704.262,0.0,0.0,0.0,0.0,217608286941.0,,211580499924.0,6027778457.999999,2.77%,97.23%
BGR,Bulgaria,1972,8609000.0,,26012.661,25336.688,675.973,675.973,675.973,0.0,0.0,0.0,0.0,223942998549.0,,218123546992.0,5819451557.0,2.60%,97.40%
BGR,Bulgaria,1973,8656000.0,,26873.06,26048.326,824.734,824.734,824.734,0.0,0.0,0.0,0.0,232613207360.0,,225474309856.0,7138897504.0,3.07%,96.93%
BGR,Bulgaria,1974,8699000.0,,27543.69,26583.17,664.189,960.52,664.189,0.0,0.0,0.0,296.331,239602559310.0,,231246995830.0,8355563480.0,3.49%,96.51%
BGR,Bulgaria,1975,8738000.0,,30295.356,28703.648,779.8,1591.708,779.8,0.0,0.0,0.0,811.908,264720820728.0,,250812476224.0,13908344504.0,5.25%,94.75%
BGR,Bulgaria,1976,8773000.0,,31936.244,29421.265,935.32,2514.979,935.32,0.0,0.0,0.0,1579.659,280176668612.0,,258112757845.0,22063910767.0,7.87%,92.13%
BGR,Bulgaria,1977,8802000.0,,33531.341,30560.738,1113.7,2970.602,1113.7,0.0,0.0,0.0,1856.903,295142863482.0,,268995615876.0,26147238804.0,8.86%,91.14%
BGR,Bulgaria,1978,8828000.0,,34633.893,31858.945,915.333,2774.948,915.333,0.0,0.0,0.0,1859.615,305748007403.99994,,281250766460.0,24497240944.0,8.01%,91.99%
BGR,Bulgaria,1979,8853000.0,,35839.991,32862.028,1038.883,2977.963,1038.883,0.0,0.0,0.0,1939.081,317291440323.0,,290927533884.0,26363906439.0,8.31%,91.69%
BGR,Bulgaria,1980,8879000.0,,37724.804,34634.489,1161.606,3090.315,1161.606,0.0,0.0,0.0,1928.71,334958534715.99994,,307519627831.0,27438906885.0,8.19%,91.81%
BGR,Bulgaria,1981,8905000.0,,37040.031,33066.917,1128.58,3973.114,1128.58,0.0,0.0,0.0,2844.534,329841476055.0,,294460895885.0,35380580170.0,10.73%,89.27%
BGR,Bulgaria,1982,8931000.0,,37838.709,33547.784,948.632,4290.925,948.632,0.0,0.0,0.0,3342.294,337937510079.0,,299615258904.0,38322251175.0,11.34%,88.66%
BGR,Bulgaria,1983,8953000.0,,37986.283,33124.159,1040.31,4862.123,1040.31,0.0,0.0,0.0,3821.813,340091191699.0,,296560595527.0,43530587219.0,12.80%,87.20%
BGR,Bulgaria,1984,8969000.0,,37696.961,32743.166,1009.651,4953.795,1009.651,0.0,0.0,0.0,3944.144,338104043209.0,,293673455854.0,44430587355.0,13.14%,86.86%
BGR,Bulgaria,1985,8975000.0,4638.663,37403.189,32646.763,692.356,4756.426,692.356,0.0,0.0,0.0,4064.07,335693621275.0,41632000424.99999,293004697925.0,42688923350.0,12.72%,87.28%
BGR,Bulgaria,1986,8973000.0,4660.649,38169.71,33713.127,720.062,4456.583,720.062,0.0,0.0,0.0,3736.521,342496807830.0,41820003477.0,302507888571.0,39988919259.0,11.68%,88.32%
BGR,Bulgaria,1987,8961000.0,4851.356,38511.036,33869.624,786.433,4641.413,786.433,0.0,0.0,0.0,3854.98,345097393596.0,43473001116.0,303505700664.00006,41591701892.99999,12.05%,87.95%
BGR,Bulgaria,1988,8937000.0,5037.597,39492.671,33703.376,806.883,5789.295,806.883,0.0,0.0,0.0,4982.412,352946000727.0,45021004389.0,301207071311.99994,51738929415.0,14.66%,85.34%
BGR,Bulgaria,1989,8898000.0,4982.131,39327.482,33940.187,840.077,5387.295,840.077,0.0,0.0,0.0,4547.218,349935934836.00006,44331001638.0,301999783926.0,47936150910.0,13.70%,86.30%
BGR,Bulgaria,1990,8841000.0,4766.542,36510.569,31312.875,590.054,5197.694,590.054,0.0,0.0,0.0,4607.64,322789940529.0,42140997822.0,276837127875.0,45952812654.0,14.24%,85.76%
BGR,Bulgaria,1991,8767000.0,4660.887,29897.739,24947.036,773.419,4950.703,773.419,0.0,0.0,0.0,4177.284,262113477813.0,40861996329.0,218710664612.0,43402813201.0,16.56%,83.44%
BGR,Bulgaria,1992,8676000.0,4104.426,28356.01,23996.919,660.507,4359.091,660.507,0.0,0.0,0.0,3698.584,246016742760.0,35609999976.0,208197269244.0,37819473516.0,15.37%,84.63%
BGR,Bulgaria,1993,8576000.0,4430.62,30491.332,25336.438,629.017,5154.894,629.017,0.0,0.0,0.0,4525.877,261493663232.0,37996997120.0,217285292288.0,44208370944.0,16.91%,83.09%
BGR,Bulgaria,1994,8475000.0,4499.469,29692.438,24185.059,481.154,5507.379,481.154,0.0,0.0,0.0,5026.225,251643412050.0,38132999775.0,204968375025.0,46675037025.0,18.55%,81.45%
BGR,Bulgaria,1995,8379000.0,4987.349,32238.202,25748.759,767.13,6489.443,767.13,0.0,0.0,0.0,5722.313,270123894558.0,41788997271.0,215748851661.0,54375042897.0,20.13%,79.87%
